46,OMP_33-36_AMP46.pdb,OMP_33-36_AMP46.JPG,0.498,10.96692,-5.2,1.50E-04,
47,OMP_33-36_AMP47.pdb,OMP_33-36_AMP47.JPG,0.732,15.06291,-5.1,1.70E-04,
48,OMP_33-36_AMP48.pdb,OMP_33-36_AMP48.JPG,0.655,15.35531,-5.7,7.00E-05,
49,OMP_33-36_AMP49.pdb,OMP_33-36_AMP49.JPG,2.767,15.5745,-6.1,3.40E-05,
50,OMP_33-36_AMP50.pdb,OMP_33-36_AMP50.JPG,0.571,20.48822,-7.7,2.30E-06,
51,OMP_33-36_AMP51.pdb,OMP_33-36_AMP51.JPG,0.695,15.55694,-6.1,3.10E-05,
52,OMP_33-36_AMP52.pdb,OMP_33-36_AMP52.JPG,4.145,15.99388,-7.6,2.60E-06,
53,OMP_33-36_AMP53.pdb,OMP_33-36_AMP53.JPG,1.456,13.34253,-9.5,9.90E-08,
54,OMP_33-36_AMP54.pdb,OMP_33-36_AMP54.JPG,4.094,13.23996,-6.5,1.70E-05,
55,OMP_33-36_AMP55.pdb,OMP_33-36_AMP55.JPG,0.496,15.75945,-4.3,6.90E-04,
56,OMP_33-36_AMP56.pdb,OMP_33-36_AMP56.JPG,0.528,19.94357,-11.1,7.40E-09,
57,OMP_33-36_AMP57.pdb,OMP_33-36_AMP57.JPG,1.174,16.00127,-9.8,6.70E-08,
58,OMP_33-36_AMP58.pdb,OMP_33-36_AMP58.JPG,0.364,14.36489,-5,2.20E-04,
59,OMP_33-36_AMP59.pdb,OMP_33-36_AMP59.JPG,4.037,16.72591,-4.9,2.70E-04,
60,OMP_33-36_AMP60.pdb,OMP_33-36_AMP60.JPG,2.953,14.55537,-6.4,2.00E-05,
61,OMP_33-36_AMP61.pdb,OMP_33-36_AMP61.JPG,0.439,15.60627,-7,7.40E-06,
62,OMP_33-36_AMP62.pdb,OMP_33-36_AMP62.JPG,0.373,21.9421,-5.1,1.90E-04,
63,OMP_33-36_AMP63.pdb,OMP_33-36_AMP63.JPG,2.333,16.53556,-8.9,3.10E-07,
64,OMP_33-36_AMP64.pdb,OMP_33-36_AMP64.JPG,0.347,21.78249,-7.2,5.10E-06,
65,OMP_33-36_AMP65.pdb,OMP_33-36_AMP65.JPG,0.572,11.78341,-4.9,2.30E-04,
66,OMP_33-36_AMP66.pdb,OMP_33-36_AMP66.JPG,0.602,17.71224,-7.1,6.10E-06,
67,OMP_33-36_AMP67.pdb,OMP_33-36_AMP67.JPG,0.084,22.12254,-5.2,1.60E-04,
68,OMP_33-36_AMP68.pdb,OMP_33-36_AMP68.JPG,0.147,15.7666,-5.9,4.50E-05,
69,OMP_33-36_AMP69.pdb,OMP_33-36_AMP69.JPG,0.531,21.4183,-4.3,6.60E-04,
70,OMP_33-36_AMP70.pdb,OMP_33-36_AMP70.JPG,5.599,9.50524,-6.8,1.10E-05,
71,OMP_33-36_AMP71.pdb,OMP_33-36_AMP71.JPG,0.442,13.87287,-6.9,1.10E-06,
72,OMP_33-36_AMP72.pdb,OMP_33-36_AMP72.JPG,3.191,11.30413,-4,1.20E-03,
73,OMP_33-36_AMP73.pdb,OMP_33-36_AMP73.JPG,2.135,15.17546,-8.4,6.90E-07,
74,OMP_33-36_AMP74.pdb,OMP_33-36_AMP74.JPG,0.768,19.38109,-4,1.20E-03,
75,OMP_33-36_AMP75.pdb,OMP_33-36_AMP75.JPG,4.223,11.25129,-6,3.70E-05,
76,OMP_33-36_AMP76.pdb,OMP_33-36_AMP76.JPG,3.33,9.55181,-8.9,3.00E-07,
77,OMP_33-36_AMP77.pdb,OMP_33-36_AMP77.JPG,0.203,11.15823,-8.1,3.00E-08,
78,OMP_33-36_AMP78.pdb,OMP_33-36_AMP78.JPG,1.917,11.49365,-4.6,4.30E-04,
79,OMP_33-36_AMP79.pdb,OMP_33-36_AMP79.JPG,2.848,15.68126,-6.3,2.50E-05,
80,OMP_33-36_AMP80.pdb,OMP_33-36_AMP80.JPG,3.634,9.38607,-4.7,3.60E-04,
81,OMP_33-36_AMP81.pdb,OMP_33-36_AMP81.JPG,2.751,19.58679,-4.8,3.60E-05,
82,OMP_33-36_AMP82.pdb,OMP_33-36_AMP82.JPG,0.24,10.06011,-4.9,3.60E-06,
83,OMP_33-36_AMP83.pdb,OMP_33-36_AMP83.JPG,1.084,15.21508,-5,2.10E-04,
84,OMP_33-36_AMP84.pdb,OMP_33-36_AMP84.JPG,0.325,14.17089,-4.9,2.70E-04,
85,OMP_33-36_AMP85.pdb,OMP_33-36_AMP85.JPG,2.537,22.64856,-5.4,1.20E-04,
86,OMP_33-36_AMP86.pdb,OMP_33-36_AMP86.JPG,0.562,17.66793,-5.5,1.20E-05,
87,OMP_33-36_AMP87.pdb,OMP_33-36_AMP87.JPG,4.59,16.49645,-5,2.20E-04,
88,OMP_33-36_AMP88.pdb,OMP_33-36_AMP88.JPG,0.151,15.52252,-6.8,1.10E-05,
89,OMP_33-36_AMP89.pdb,OMP_33-36_AMP89.JPG,0.562,16.16111,-6,3.90E-05,
90,OMP_33-36_AMP90.pdb,OMP_33-36_AMP90.JPG,0.71,12.72389,-3.8,1.60E-03,
91,OMP_33-36_AMP91.pdb,OMP_33-36_AMP91.JPG,0.51,19.49711,-3.9,1.60E-04,
92,OMP_33-36_AMP92.pdb,OMP_33-36_AMP92.JPG,0.897,19.39858,-5,2.10E-04,
93,OMP_33-36_AMP93.pdb,OMP_33-36_AMP93.JPG,5.324,18.57227,-4.8,2.90E-04,
94,OMP_33-36_AMP94.pdb,OMP_33-36_AMP94.JPG,0.29,13.44193,-4.5,5.40E-04,
95,OMP_33-36_AMP95.pdb,OMP_33-36_AMP95.JPG,5.481,17.24814,-5.8,5.70E-05,
96,OMP_33-36_AMP96.pdb,OMP_33-36_AMP96.JPG,0.652,16.93248,-5.9,5.70E-06,
97,OMP_33-36_AMP97.pdb,OMP_33-36_AMP97.JPG,3.64,10.92228,-4.8,2.90E-04,
98,OMP_33-36_AMP98.pdb,OMP_33-36_AMP98.JPG,0.098,13.75382,-4.3,7.30E-04,
99,OMP_33-36_AMP99.pdb,OMP_33-36_AMP99.JPG,0.484,12.66153,-4.4,7.30E-05,
100,OMP_33-36_AMP100.pdb,OMP_33-36_AMP100.JPG,0.119,10.18879,-7.2,5.50E-06,
101,OMP_33-36_AMP101.pdb,OMP_33-36_AMP101.JPG,0.438,14.48786,-9,2.50E-07,
102,OMP_33-36_AMP102.pdb,OMP_33-36_AMP102.JPG,0.442,15.15268,-6.9,8.90E-06,
103,OMP_33-36_AMP103.pdb,OMP_33-36_AMP103.JPG,1.168,10.13778,-4.4,6.10E-04,
104,OMP_33-36_AMP104.pdb,OMP_33-36_AMP104.JPG,5.494,21.34174,-6,3.70E-05,
105,OMP_33-36_AMP105.pdb,OMP_33-36_AMP105.JPG,0.399,10.5047,-5.6,7.50E-05,
106,OMP_33-36_AMP106.pdb,OMP_33-36_AMP106.JPG,0.118,20.78871,-3.9,1.40E-03,
107,OMP_33-36_AMP107.pdb,OMP_33-36_AMP107.JPG,0.905,14.88824,-3.1,1.40E-04,
108,OMP_33-36_AMP108.pdb,OMP_33-36_AMP108.JPG,0.335,19.32366,-3.11,1.40E-05,
109,OMP_33-36_AMP109.pdb,OMP_33-36_AMP109.JPG,1.49,25.07637,-4.7,3.70E-04,
110,OMP_33-36_AMP110.pdb,OMP_33-36_AMP110.JPG,0.153,24.25448,-4.6,4.30E-04,
111,OMP_33-36_AMP111.pdb,OMP_33-36_AMP111.JPG,0.146,10.87793,-4.3,6.60E-04,
112,OMP_33-36_AMP112.pdb,OMP_33-36_AMP112.JPG,0.627,19.93013,-5,2.00E-04,
113,OMP_33-36_AMP113.pdb,OMP_33-36_AMP113.JPG,4.119,11.81535,-5.5,1.00E-04,
114,OMP_33-36_AMP114.pdb,OMP_33-36_AMP114.JPG,0.192,12.17163,-4.8,3.00E-04,
115,OMP_33-36_AMP115.pdb,OMP_33-36_AMP115.JPG,0.766,20.76984,-5.1,1.90E-04,
116,OMP_33-36_AMP116.pdb,OMP_33-36_AMP116.JPG,1.104,16.17334,-5.4,1.10E-04,
117,OMP_33-36_AMP117.pdb,OMP_33-36_AMP117.JPG,0.245,6.31815,-5.2,1.40E-04,
118,OMP_33-36_AMP118.pdb,OMP_33-36_AMP118.JPG,0.453,22.38967,-4.4,5.70E-04,
119,OMP_33-36_AMP119.pdb,OMP_33-36_AMP119.JPG,1.118,20.8183,-4.9,2.50E-04,
120,OMP_33-36_AMP120.pdb,OMP_33-36_AMP120.JPG,0.233,9.10665,-4.3,6.50E-04,
121,OMP_33-36_AMP121.pdb,OMP_33-36_AMP121.JPG,1.664,22.02574,-4.4,6.50E-05,
122,OMP_33-36_AMP122.pdb,OMP_33-36_AMP122.JPG,0.105,15.38581,-6.2,2.70E-05,
123,OMP_33-36_AMP123.pdb,OMP_33-36_AMP123.JPG,0.429,17.36134,-5.5,8.80E-05,
124,OMP_33-36_AMP124.pdb,OMP_33-36_AMP124.JPG,3.506,25.83549,-6,4.10E-05,
125,OMP_33-36_AMP125.pdb,OMP_33-36_AMP125.JPG,0.328,16.0803,-4.7,3.50E-04,
126,OMP_33-36_AMP126.pdb,OMP_33-36_AMP126.JPG,1.517,9.85284,-8.7,4.00E-07,
127,OMP_33-36_AMP127.pdb,OMP_33-36_AMP127.JPG,0.172,9.51594,-4.7,3.30E-04,
128,OMP_33-36_AMP128.pdb,OMP_33-36_AMP128.JPG,0.32,15.95961,-4.2,7.80E-04,
129,OMP_33-36_AMP129.pdb,OMP_33-36_AMP129.JPG,0.394,18.22577,-5.9,5.10E-05,
130,OMP_33-36_AMP130.pdb,OMP_33-36_AMP130.JPG,5.458,10.2439,-4.2,8.30E-04,
131,OMP_33-36_AMP131.pdb,OMP_33-36_AMP131.JPG,0.511,21.28209,-5.2,1.60E-04,
132,OMP_33-36_AMP132.pdb,OMP_33-36_AMP132.JPG,0.43,10.18792,-7,7.80E-06,
133,OMP_33-36_AMP133.pdb,OMP_33-36_AMP133.JPG,0.092,9.39666,-6.8,1.00E-05,
134,OMP_33-36_AMP134.pdb,OMP_33-36_AMP134.JPG,0.119,15.9749,-7.7,2.40E-06,
135,OMP_33-36_AMP135.pdb,OMP_33-36_AMP135.JPG,0.178,15.40446,-6.5,1.80E-05,
136,OMP_33-36_AMP136.pdb,OMP_33-36_AMP136.JPG,1.865,8.50396,-4.9,2.30E-04,
137,OMP_33-36_AMP137.pdb,OMP_33-36_AMP137.JPG,2.522,15.29106,-5.5,9.10E-05,
138,OMP_33-36_AMP138.pdb,OMP_33-36_AMP138.JPG,0.551,9.97199,-5.6,9.10E-06,
139,OMP_33-36_AMP139.pdb,OMP_33-36_AMP139.JPG,0.097,9.08855,-5,2.20E-04,
140,OMP_33-36_AMP140.pdb,OMP_33-36_AMP140.JPG,0.752,14.91717,-7.8,1.90E-06,
141,OMP_33-36_AMP141.pdb,OMP_33-36_AMP141.JPG,0.73,16.51607,-4.8,3.10E-04,
142,OMP_33-36_AMP142.pdb,OMP_33-36_AMP142.JPG,0.264,26.57953,-6.6,1.50E-05,
143,OMP_33-36_AMP143.pdb,OMP_33-36_AMP143.JPG,0.777,17.32385,-5,2.20E-04,
144,OMP_33-36_AMP144.pdb,OMP_33-36_AMP144.JPG,0.156,12.7939,-4.3,6.90E-04,
145,OMP_33-36_AMP145.pdb,OMP_33-36_AMP145.JPG,2.243,22.5224,-5.8,5.70E-05,
146,OMP_33-36_AMP146.pdb,OMP_33-36_AMP146.JPG,0.645,13.7914,-5.3,1.40E-04,
147,OMP_33-36_AMP147.pdb,OMP_33-36_AMP147.JPG,0.169,11.99763,-4.8,3.10E-04,
148,OMP_33-36_AMP148.pdb,OMP_33-36_AMP148.JPG,0.729,15.7509,-4.2,8.80E-04,
149,OMP_33-36_AMP149.pdb,OMP_33-36_AMP149.JPG,0.561,18.59967,-4.3,8.80E-05,
150,OMP_33-36_AMP150.pdb,OMP_33-36_AMP150.JPG,1.591,16.75455,-6.2,3.10E-05,
151,OMP_33-36_AMP151.pdb,OMP_33-36_AMP151.JPG,0.506,11.71856,-4.2,8.10E-04,
152,OMP_33-36_AMP152.pdb,OMP_33-36_AMP152.JPG,0.548,10.42288,-5.4,1.10E-04,
153,OMP_33-36_AMP153.pdb,OMP_33-36_AMP153.JPG,0.598,8.57782,-5.5,1.00E-04,
154,OMP_33-36_AMP154.pdb,OMP_33-36_AMP154.JPG,0.638,18.30631,-5.6,1.00E-05,
155,OMP_33-36_AMP155.pdb,OMP_33-36_AMP155.JPG,0.224,16.94849,-5.7,1.00E-06,
156,OMP_33-36_AMP156.pdb,OMP_33-36_AMP156.JPG,1.036,9.8052,-5.8,1.00E-07,
157,OMP_33-36_AMP157.pdb,OMP_33-36_AMP157.JPG,0.291,12.90529,-4.7,3.70E-04,
158,OMP_33-36_AMP158.pdb,OMP_33-36_AMP158.JPG,0.327,17.47147,-5.3,1.20E-04,
159,OMP_33-36_AMP159.pdb,OMP_33-36_AMP159.JPG,0.179,14.30579,-5.4,1.20E-05,
160,OMP_33-36_AMP160.pdb,OMP_33-36_AMP160.JPG,0.153,22.46401,-7.3,4.70E-06,
161,OMP_33-36_AMP161.pdb,OMP_33-36_AMP161.JPG,1.108,15.23935,-7.4,4.70E-07,
162,OMP_33-36_AMP162.pdb,OMP_33-36_AMP162.JPG,0.135,13.46535,-4.6,4.00E-04,
163,OMP_33-36_AMP163.pdb,OMP_33-36_AMP163.JPG,0.995,10.61414,-6.2,2.80E-05,
164,OMP_33-36_AMP164.pdb,OMP_33-36_AMP164.JPG,0.22,14.21694,-6.2,2.80E-05,
165,OMP_33-36_AMP165.pdb,OMP_33-36_AMP165.JPG,0.224,12.49088,-6.3,2.80E-06,
166,OMP_33-36_AMP166.pdb,OMP_33-36_AMP166.JPG,0.235,8.94844,-4.8,3.00E-04,
167,OMP_33-36_AMP167.pdb,OMP_33-36_AMP167.JPG,0.17,18.93845,-4.9,3.00E-05,
168,OMP_33-36_AMP168.pdb,OMP_33-36_AMP168.JPG,0.375,13.72259,-4.1,3.00E-06,
169,OMP_33-36_AMP169.pdb,OMP_33-36_AMP169.JPG,0.554,14.2688,-4.1,9.80E-04,
170,OMP_33-36_AMP170.pdb,OMP_33-36_AMP170.JPG,0.515,19.97421,-6.3,2.50E-05,
171,OMP_33-36_AMP171.pdb,OMP_33-36_AMP171.JPG,0.239,14.47585,-8.9,3.00E-07,
172,OMP_33-36_AMP172.pdb,OMP_33-36_AMP172.JPG,2.901,8.89262,-6.4,2.00E-05,
173,OMP_33-36_AMP173.pdb,OMP_33-36_AMP173.JPG,1.025,11.12927,-6,4.00E-05,
174,OMP_33-36_AMP174.pdb,OMP_33-36_AMP174.JPG,0.402,16.50102,-6.9,8.00E-06,
175,OMP_33-36_AMP175.pdb,OMP_33-36_AMP175.JPG,0.352,21.33937,-5.8,6.00E-05,
176,OMP_33-36_AMP176.pdb,OMP_33-36_AMP176.JPG,0.73,18.08378,-4.1,9.70E-04,
177,OMP_33-36_AMP177.pdb,OMP_33-36_AMP177.JPG,0.815,15.75854,-5.4,1.00E-04,
178,OMP_33-36_AMP178.pdb,OMP_33-36_AMP178.JPG,2.153,20.53638,-4.2,7.90E-04,
179,OMP_33-36_AMP179.pdb,OMP_33-36_AMP179.JPG,0.265,22.39937,-5.2,1.60E-04,
180,OMP_33-36_AMP180.pdb,OMP_33-36_AMP180.JPG,0.207,12.81826,-5.9,5.10E-05,
181,OMP_33-36_AMP181.pdb,OMP_33-36_AMP181.JPG,0.326,22.95529,-4.8,2.90E-04,
182,OMP_33-36_AMP182.pdb,OMP_33-36_AMP182.JPG,0.172,15.69832,-5.4,1.20E-04,
183,OMP_33-36_AMP183.pdb,OMP_33-36_AMP183.JPG,0.114,17.84798,-5.2,1.50E-04,
184,OMP_33-36_AMP184.pdb,OMP_33-36_AMP184.JPG,0.477,22.9928,-4.1,9.60E-04,
185,OMP_33-36_AMP185.pdb,OMP_33-36_AMP185.JPG,0.329,20.28582,-4.2,9.60E-05,
186,OMP_33-36_AMP186.pdb,OMP_33-36_AMP186.JPG,2.033,24.69784,-4.3,9.60E-06,
187,OMP_33-36_AMP187.pdb,OMP_33-36_AMP187.JPG,0.465,12.52487,-7.7,2.10E-06,
188,OMP_33-36_AMP188.pdb,OMP_33-36_AMP188.JPG,0.242,13.06151,-7.4,4.00E-06,
189,OMP_33-36_AMP189.pdb,OMP_33-36_AMP189.JPG,0.361,10.68182,-4.4,6.30E-04,
190,OMP_33-36_AMP190.pdb,OMP_33-36_AMP190.JPG,0.305,18.24742,-10.7,4.50E-04,
191,OMP_33-36_AMP191.pdb,OMP_33-36_AMP191.JPG,0.78,19.25712,-8.2,1.50E-03,
192,OMP_33-36_AMP192.pdb,OMP_33-36_AMP192.JPG,1.872,17.56277,-8.3,1.20E-05,
193,OMP_33-36_AMP193.pdb,OMP_33-36_AMP193.JPG,0.103,10.24733,-8.4,1.30E-09,
194,OMP_33-36_AMP194.pdb,OMP_33-36_AMP194.JPG,0.625,12.65208,-4.1,4.10E-05,
195,OMP_33-36_AMP195.pdb,OMP_33-36_AMP195.JPG,0.056,12.39589,-6.1,7.90E-04,
196,OMP_33-36_AMP196.pdb,OMP_33-36_AMP196.JPG,0.184,10.2037,-4.6,4.50E-05,
197,OMP_33-36_AMP197.pdb,OMP_33-36_AMP197.JPG,0.16,15.4229,-4.5,5.40E-04,
198,OMP_33-36_AMP198.pdb,OMP_33-36_AMP198.JPG,0.254,13.09616,-4.5,4.40E-05,
199,OMP_33-36_AMP199.pdb,OMP_33-36_AMP199.JPG,0.249,15.59244,-5.2,6.30E-04,
200,OMP_33-36_AMP200.pdb,OMP_33-36_AMP200.JPG,0.762,18.70365,-5.4,5.40E-05,
201,OMP_33-36_AMP201.pdb,OMP_33-36_AMP201.JPG,0.239,14.95133,-5.5,2.20E-07,
202,OMP_33-36_AMP202.pdb,OMP_33-36_AMP202.JPG,0.357,17.30105,-4.8,7.60E-08,
203,OMP_33-36_AMP203.pdb,OMP_33-36_AMP203.JPG,0.177,15.26286,-5.1,9.70E-05,
204,OMP_33-36_AMP204.pdb,OMP_33-36_AMP204.JPG,0.185,15.53753,-3.9,9.10E-05,
205,OMP_33-36_AMP205.pdb,OMP_33-36_AMP205.JPG,0.789,15.24325,-4,5.30E-04,
206,OMP_33-36_AMP206.pdb,OMP_33-36_AMP206.JPG,2.792,18.10711,-4.6,1.20E-04,
207,OMP_33-36_AMP207.pdb,OMP_33-36_AMP207.JPG,0.171,11.89585,-5.3,1.20E-05,
208,OMP_33-36_AMP208.pdb,OMP_33-36_AMP208.JPG,1.99,15.66522,-5.1,2.30E-05,
209,OMP_33-36_AMP209.pdb,OMP_33-36_AMP209.JPG,3.281,15.0934,-4.3,2.90E-05,
210,OMP_33-36_AMP210.pdb,OMP_33-36_AMP210.JPG,0.14,10.09736,-5.1,2.90E-06,
211,OMP_33-36_AMP211.pdb,OMP_33-36_AMP211.JPG,0.322,19.3073,-5.2,2.80E-04,
212,OMP_33-36_AMP212.pdb,OMP_33-36_AMP212.JPG,0.876,19.09649,-8.3,3.70E-05,
213,OMP_33-36_AMP213.pdb,OMP_33-36_AMP213.JPG,3.084,23.64112,-3.9,9.70E-06,
214,OMP_33-36_AMP214.pdb,OMP_33-36_AMP214.JPG,0.535,36.23549,-4.8,9.70E-07,
215,OMP_33-36_AMP215.pdb,OMP_33-36_AMP215.JPG,4.433,19.90567,-4.8,9.70E-08,
216,OMP_33-36_AMP216.pdb,OMP_33-36_AMP216.JPG,0.733,17.77142,-4.4,6.90E-04,
217,OMP_33-36_AMP217.pdb,OMP_33-36_AMP217.JPG,0.573,20.26692,-4.6,3.10E-04,
218,OMP_33-36_AMP218.pdb,OMP_33-36_AMP218.JPG,2.58,15.52418,-4.9,6.10E-04,
219,OMP_33-36_AMP219.pdb,OMP_33-36_AMP219.JPG,0.162,9.64159,-5.3,2.70E-05,
220,OMP_33-36_AMP220.pdb,OMP_33-36_AMP220.JPG,0.748,12.76997,-4.8,3.50E-04,
221,OMP_33-36_AMP221.pdb,OMP_33-36_AMP221.JPG,0.31,13.37493,-4.4,9.80E-05,
222,OMP_33-36_AMP222.pdb,OMP_33-36_AMP222.JPG,0.839,17.1628,-5.5,7.50E-08,
223,OMP_33-36_AMP223.pdb,OMP_33-36_AMP223.JPG,1.054,12.15017,-4.4,1.90E-04,
224,OMP_33-36_AMP224.pdb,OMP_33-36_AMP224.JPG,0.316,21.09465,-5.4,2.00E-04,
225,OMP_33-36_AMP225.pdb,OMP_33-36_AMP225.JPG,0.324,9.82315,-6.2,2.00E-04,
226,OMP_33-36_AMP226.pdb,OMP_33-36_AMP226.JPG,0.165,18.76846,-6.2,3.40E-08,
227,OMP_33-36_AMP227.pdb,OMP_33-36_AMP227.JPG,0.284,18.63234,-4.3,2.10E-04,
228,OMP_33-36_AMP228.pdb,OMP_33-36_AMP228.JPG,0.447,19.77187,-9,2.90E-05,
229,OMP_33-36_AMP229.pdb,OMP_33-36_AMP229.JPG,1.781,11.23427,-5.4,4.20E-04,
230,OMP_33-36_AMP230.pdb,OMP_33-36_AMP230.JPG,0.099,15.17177,-4.6,6.90E-07,
231,OMP_33-36_AMP231.pdb,OMP_33-36_AMP231.JPG,0.082,17.95249,-3.8,5.20E-05,
232,OMP_33-36_AMP232.pdb,OMP_33-36_AMP232.JPG,0.156,22.66657,-6.7,1.20E-05,
233,OMP_33-36_AMP233.pdb,OMP_33-36_AMP233.JPG,0.068,16.03141,-12.1,1.10E-03,
234,OMP_33-36_AMP234.pdb,OMP_33-36_AMP234.JPG,0.278,18.6318,-6,1.10E-04,
235,OMP_33-36_AMP235.pdb,OMP_33-36_AMP235.JPG,0.255,13.10481,-4.2,1.50E-04,
236,OMP_33-36_AMP236.pdb,OMP_33-36_AMP236.JPG,0.254,21.92429,-5.9,1.70E-04,
237,OMP_33-36_AMP237.pdb,OMP_33-36_AMP237.JPG,0.784,14.37254,-4.5,7.00E-05,
238,OMP_33-36_AMP238.pdb,OMP_33-36_AMP238.JPG,0.364,11.72599,-5.9,3.40E-05,
239,OMP_33-36_AMP239.pdb,OMP_33-36_AMP239.JPG,0.136,18.91852,-4.4,2.30E-06,
240,OMP_33-36_AMP240.pdb,OMP_33-36_AMP240.JPG,0.323,12.97221,-5.8,3.10E-05,
